employee_id,country,region,sector,age_group,gender,year,wellbeing_score,burnout_risk_score,weekly_work_hours,productivity_score,absenteeism_days_per_year,mental_health_support_access,remote_work_pct,salary_satisfaction,mental_health_diagnosis,presenteeism_score
EMP018027,Turkey,Middle East,Government,46-55,Female,2015,61.8,4.14,45.4,59.6,8.3,0,0,3.4,1,16.8
EMP018028,Saudi Arabia,Middle East,Construction,56-65,Female,2020,57.4,5.63,48.3,51.6,11.4,1,0,3.7,0,48.4
EMP018029,Singapore,Asia,Transportation,46-55,Female,2022,70.2,4.02,49.3,71.3,6.8,1,13,4.2,0,30.3
EMP018030,Netherlands,Europe,Government,36-45,Female,2017,84.7,4.6,32.0,73.6,5.8,1,0,5.0,0,42.8
EMP018031,Argentina,South America,Government,36-45,Female,2018,47.2,6.36,39.4,47.7,8.4,1,0,3.3,0,44.5
EMP018032,Netherlands,Europe,Manufacturing,36-45,Female,2015,71.5,6.74,42.5,62.6,5.0,1,0,5.0,0,59.6
EMP018033,Italy,Europe,Healthcare,56-65,Male,2018,53.8,4.34,37.9,51.1,9.3,0,0,4.1,0,40.2
EMP018034,Singapore,Asia,Transportation,26-35,Male,2017,67.6,6.46,33.4,57.9,4.9,1,0,5.0,0,48.8
EMP018035,Switzerland,Europe,Retail,26-35,Female,2023,81.5,7.28,43.2,63.7,5.8,1,13,4.1,0,56.1
EMP018036,Brazil,South America,Finance,46-55,Female,2016,49.8,6.44,45.5,42.9,10.0,1,0,1.3,0,51.4
EMP018037,Germany,Europe,Healthcare,36-45,Non-binary,2020,64.5,7.5,44.2,45.6,6.7,1,21,3.7,0,60.2
EMP018038,Kenya,Africa,Government,18-25,Female,2023,60.6,5.34,40.1,58.0,7.2,0,31,2.4,0,42.9
EMP018039,Canada,North America,Healthcare,46-55,Female,2015,58.9,4.76,44.5,53.1,7.7,1,0,3.9,0,35.1
EMP018040,Nigeria,Africa,Education,26-35,Male,2023,48.6,7.83,36.0,33.1,9.2,1,28,2.2,0,62.6
EMP018041,United Kingdom,Europe,Transportation,18-25,Male,2020,50.4,6.8,41.3,40.9,13.9,1,0,4.2,0,47.3
EMP018042,South Africa,Africa,Government,46-55,Female,2015,55.9,3.34,39.1,54.1,6.0,0,0,2.4,0,29.1
EMP018043,South Africa,Africa,Manufacturing,36-45,Female,2024,62.6,7.25,48.3,51.9,8.3,0,3,2.8,0,49.7
EMP018044,Singapore,Asia,Manufacturing,36-45,Female,2021,59.2,3.79,46.8,66.0,5.4,1,13,4.0,0,28.5
EMP018045,Germany,Europe,Transportation,26-35,Female,2021,61.2,5.65,42.6,58.8,6.5,0,7,5.0,0,39.0
EMP018046,Saudi Arabia,Middle East,Retail,56-65,Female,2022,61.9,4.13,38.8,63.0,3.4,1,21,2.9,0,42.2
EMP018047,UAE,Middle East,Agriculture,46-55,Female,2022,65.2,3.43,39.1,67.3,9.5,1,12,5.0,0,24.8
EMP018048,Switzerland,Europe,Agriculture,18-25,Male,2024,66.9,5.52,43.2,54.2,8.5,1,5,5.0,0,44.1
EMP018049,Saudi Arabia,Middle East,Healthcare,26-35,Male,2024,66.6,9.13,44.2,45.8,15.0,1,35,3.8,0,59.1
EMP018050,Mexico,South America,Government,56-65,Male,2023,59.9,4.46,38.2,58.1,6.8,0,31,1.6,0,23.3
EMP018051,Norway,Europe,Education,56-65,Non-binary,2018,61.9,5.81,38.8,48.3,7.7,1,0,5.0,0,39.9
EMP018052,Nigeria,Africa,Finance,18-25,Female,2023,44.1,6.59,40.3,41.7,9.9,0,67,1.5,0,57.6
EMP018053,Sweden,Europe,Agriculture,46-55,Male,2020,75.8,4.72,43.8,60.6,7.5,1,0,3.3,0,47.4
EMP018054,Poland,Europe,Government,56-65,Male,2016,57.4,5.55,37.4,60.7,6.7,0,0,3.1,0,38.0
EMP018055,Argentina,South America,Technology,36-45,Male,2016,51.9,6.76,42.6,46.0,10.9,0,0,3.6,1,59.5
EMP018056,China,Asia,Healthcare,46-55,Female,2020,53.0,7.47,44.5,45.3,7.8,0,6,1.8,1,59.1
EMP018057,Sweden,Europe,Education,36-45,Non-binary,2021,52.5,4.82,39.7,53.6,9.4,1,41,5.0,1,27.4
EMP018058,Spain,Europe,Construction,18-25,Female,2019,56.1,4.64,47.3,52.6,5.1,1,0,3.9,0,36.5
EMP018059,Brazil,South America,Government,36-45,Female,2020,59.4,4.68,30.1,59.1,8.2,0,17,3.0,0,37.4
EMP018060,Mexico,South America,Education,56-65,Male,2024,66.4,8.41,42.8,43.0,11.1,0,43,2.6,0,64.1
EMP018061,United States,North America,Manufacturing,36-45,Female,2015,67.4,3.86,38.1,68.5,7.0,1,0,3.7,0,32.7
EMP018062,UAE,Middle East,Agriculture,56-65,Female,2017,50.3,2.77,42.1,63.4,5.6,1,0,4.0,0,16.3
EMP018063,South Korea,Asia,Healthcare,46-55,Female,2021,57.1,8.82,42.5,43.6,8.7,0,24,4.4,1,82.1
EMP018064,Sweden,Europe,Finance,18-25,Female,2017,60.7,6.74,47.7,54.7,6.5,1,0,5.0,0,53.3
EMP018065,Italy,Europe,Finance,56-65,Male,2024,56.2,7.3,47.8,37.1,3.5,1,48,3.2,0,59.7
EMP018066,Poland,Europe,Retail,18-25,Female,2022,58.6,4.58,40.5,58.2,8.4,1,5,3.7,1,42.7
EMP018067,Japan,Asia,Technology,18-25,Female,2017,65.6,6.99,40.2,48.5,9.4,1,0,3.7,1,51.7
EMP018068,Mexico,South America,Government,36-45,Female,2022,64.5,4.7,39.0,58.2,8.5,0,40,3.3,0,36.2
EMP018069,Saudi Arabia,Middle East,Finance,18-25,Male,2024,54.8,4.86,37.7,63.4,6.8,1,37,4.0,0,43.2
EMP018070,India,Asia,Finance,46-55,Male,2022,56.6,5.63,46.6,51.3,8.8,0,61,1.7,1,48.6
EMP018071,Netherlands,Europe,Agriculture,56-65,Female,2021,81.4,5.14,39.7,69.2,4.1,1,0,4.9,0,41.8
EMP018072,Egypt,Africa,Education,26-35,Male,2020,66.8,8.63,37.3,38.9,11.9,1,39,3.0,0,67.8
EMP018073,Japan,Asia,Retail,18-25,Female,2019,69.4,5.36,40.2,63.7,7.6,0,0,4.3,0,37.5
EMP018074,United Kingdom,Europe,Education,18-25,Female,2019,75.1,6.76,33.3,55.1,9.0,0,0,3.5,0,53.0
EMP018075,New Zealand,Oceania,Government,18-25,Non-binary,2018,66.8,6.62,39.5,57.6,9.7,1,0,2.6,0,54.5
EMP018076,Turkey,Middle East,Healthcare,46-55,Female,2017,54.8,9.87,41.3,28.0,12.1,0,0,3.7,0,76.7
EMP018077,Saudi Arabia,Middle East,Healthcare,36-45,Male,2022,50.3,6.7,43.5,49.4,11.4,1,21,3.8,0,50.6
EMP018078,UAE,Middle East,Finance,46-55,Female,2016,68.7,5.6,49.7,61.9,10.0,1,0,4.6,0,42.7
EMP018079,Japan,Asia,Education,18-25,Male,2015,63.6,6.53,46.9,53.4,10.0,1,0,3.2,0,51.4
EMP018080,China,Asia,Agriculture,36-45,Female,2018,52.3,3.45,45.7,67.9,7.6,1,0,2.9,0,29.9
EMP018081,Brazil,South America,Construction,18-25,Female,2017,55.7,6.64,50.8,53.2,12.1,0,0,3.4,1,59.9
EMP018082,Egypt,Africa,Transportation,56-65,Female,2019,46.6,5.89,33.5,43.6,8.3,0,0,3.6,0,45.1
EMP018083,United Kingdom,Europe,Construction,56-65,Male,2020,67.2,5.57,41.6,48.7,5.8,1,2,3.2,0,43.5
EMP018084,Sweden,Europe,Agriculture,18-25,Female,2015,80.3,3.61,45.2,77.5,7.2,0,0,4.3,0,32.1
EMP018085,Spain,Europe,Construction,26-35,Male,2021,52.0,4.12,41.8,56.1,6.1,0,10,4.7,0,29.8
EMP018086,France,Europe,Manufacturing,46-55,Female,2019,65.9,4.98,49.1,56.5,5.4,1,0,3.7,0,51.2
EMP018087,Japan,Asia,Transportation,56-65,Non-binary,2023,63.2,5.99,47.9,53.8,10.2,1,15,3.7,0,53.1
EMP018088,Italy,Europe,Healthcare,36-45,Female,2017,50.9,5.34,44.7,53.2,10.4,1,0,3.7,0,40.3
EMP018089,Brazil,South America,Manufacturing,46-55,Male,2017,56.8,5.78,38.1,49.2,8.2,0,0,3.3,0,56.5
EMP018090,France,Europe,Construction,18-25,Male,2017,66.6,4.87,40.5,61.1,9.8,1,0,3.0,0,38.1
EMP018091,China,Asia,Manufacturing,18-25,Female,2016,59.0,4.63,46.9,62.0,7.2,0,0,1.5,0,26.4
EMP018092,South Africa,Africa,Education,26-35,Male,2021,51.8,4.64,45.0,49.3,5.2,1,47,1.7,0,29.2
EMP018093,UAE,Middle East,Construction,46-55,Male,2017,52.4,3.64,37.4,56.4,9.6,0,0,4.2,0,24.4
EMP018094,Switzerland,Europe,Healthcare,46-55,Female,2020,71.7,8.14,40.7,59.3,9.5,1,34,4.6,0,69.7
EMP018095,Russia,Europe,Agriculture,36-45,Male,2020,71.7,4.63,43.6,62.7,6.8,0,1,1.8,0,44.0
EMP018096,Netherlands,Europe,Technology,26-35,Male,2024,67.4,6.46,39.9,61.0,7.8,1,66,4.3,0,58.6
EMP018097,Spain,Europe,Education,18-25,Female,2017,75.5,7.49,48.8,57.0,9.8,1,0,3.8,0,57.0
EMP018098,Poland,Europe,Education,46-55,Female,2017,61.9,6.97,32.6,48.7,6.8,1,0,4.0,0,63.7
EMP018099,Mexico,South America,Construction,26-35,Female,2023,67.9,8.3,44.2,44.1,8.1,0,4,2.7,1,70.9
EMP018100,Argentina,South America,Education,26-35,Male,2017,41.2,4.76,39.0,51.9,6.8,1,0,3.5,1,29.1
EMP018101,Switzerland,Europe,Finance,56-65,Male,2024,62.8,7.88,47.6,44.7,12.4,1,60,5.0,0,63.6
EMP018102,Kenya,Africa,Finance,18-25,Male,2020,50.9,7.59,48.3,36.9,8.8,0,49,2.8,0,67.0
EMP018103,Kenya,Africa,Agriculture,56-65,Female,2019,62.7,5.22,49.7,59.1,7.9,1,0,3.3,0,42.5
EMP018104,Mexico,South America,Government,18-25,Female,2023,59.5,4.05,35.4,55.6,4.0,0,16,3.6,1,32.0
EMP018105,Netherlands,Europe,Agriculture,56-65,Male,2017,60.9,5.14,47.5,56.4,10.2,1,0,5.0,0,41.6
EMP018106,Italy,Europe,Technology,36-45,Male,2022,66.4,5.92,47.7,51.9,8.9,1,80,4.3,0,50.6
EMP018107,Switzerland,Europe,Healthcare,56-65,Female,2022,68.8,4.68,37.6,60.8,6.0,1,11,5.0,0,44.8
EMP018108,UAE,Middle East,Manufacturing,26-35,Female,2017,70.0,5.32,41.2,57.3,5.4,1,0,2.7,0,43.6
EMP018109,Norway,Europe,Government,26-35,Male,2019,76.3,5.84,31.5,56.3,9.5,0,0,5.0,0,48.8
EMP018110,South Korea,Asia,Manufacturing,46-55,Male,2021,60.9,5.93,39.4,48.9,8.9,1,0,3.2,0,48.8
EMP018111,United States,North America,Education,18-25,Male,2024,57.1,5.38,40.2,57.7,8.5,0,40,4.0,0,41.1
EMP018112,Italy,Europe,Manufacturing,26-35,Female,2019,56.5,3.81,39.7,56.7,4.8,1,0,4.3,1,30.2
EMP018113,Switzerland,Europe,Transportation,46-55,Male,2019,71.0,7.0,42.7,47.6,9.2,0,0,5.0,0,68.0
EMP018114,China,Asia,Manufacturing,36-45,Female,2018,61.6,5.06,38.6,54.9,9.2,0,0,2.8,0,42.9
EMP018115,UAE,Middle East,Transportation,26-35,Female,2024,57.2,5.87,45.4,54.1,8.9,1,2,4.9,0,42.0
EMP018116,Turkey,Middle East,Construction,56-65,Female,2021,52.4,3.74,43.3,50.3,7.1,1,19,3.3,0,26.5
EMP018117,Saudi Arabia,Middle East,Government,36-45,Male,2015,52.5,5.2,37.9,45.8,6.8,1,0,4.2,0,46.7
EMP018118,Poland,Europe,Education,46-55,Female,2019,50.7,6.76,38.0,43.0,10.6,1,0,4.4,0,53.2
EMP018119,India,Asia,Manufacturing,46-55,Female,2023,58.8,4.68,41.8,49.7,6.0,1,12,1.3,0,30.1
EMP018120,Brazil,South America,Healthcare,56-65,Female,2019,54.7,7.32,51.8,44.0,9.7,0,0,3.7,0,47.0
EMP018121,United Kingdom,Europe,Finance,46-55,Male,2020,62.7,7.14,42.3,48.5,10.1,1,51,4.2,1,57.0
EMP018122,Nigeria,Africa,Agriculture,36-45,Male,2018,48.9,3.76,45.2,52.3,9.9,0,0,3.5,0,29.3
EMP018123,Canada,North America,Transportation,46-55,Female,2016,77.8,6.96,40.2,57.2,8.4,1,0,4.4,0,59.7
EMP018124,Netherlands,Europe,Finance,18-25,Female,2018,59.4,6.22,46.9,55.2,9.1,0,0,4.6,0,59.3
EMP018125,China,Asia,Retail,36-45,Male,2016,39.7,4.93,38.8,48.0,11.6,0,0,1.9,0,43.6
EMP018126,Switzerland,Europe,Retail,18-25,Female,2017,62.2,5.0,43.3,56.6,11.4,1,0,4.4,1,41.0
EMP018127,Canada,North America,Education,56-65,Female,2017,63.2,6.74,38.2,50.1,9.3,1,0,4.0,0,55.8
EMP018128,Singapore,Asia,Agriculture,36-45,Male,2017,75.1,2.75,36.6,76.7,5.3,1,0,4.3,0,18.1
EMP018129,United States,North America,Retail,26-35,Female,2024,81.5,5.16,35.9,68.3,6.2,1,17,5.0,1,40.0
EMP018130,Kenya,Africa,Construction,36-45,Female,2016,38.8,4.4,32.6,50.9,7.8,1,0,3.3,0,32.4
EMP018131,Canada,North America,Technology,56-65,Male,2019,62.9,6.39,46.2,53.8,9.8,1,0,4.9,0,44.2
EMP018132,Saudi Arabia,Middle East,Healthcare,56-65,Male,2020,71.8,6.55,41.6,52.3,12.7,1,21,5.0,0,56.6
EMP018133,Argentina,South America,Healthcare,26-35,Female,2016,55.3,6.08,41.3,47.3,9.4,0,0,1.9,0,56.2
EMP018134,Turkey,Middle East,Manufacturing,46-55,Male,2021,56.5,6.22,42.7,50.8,8.2,0,0,2.7,0,46.0
EMP018135,Singapore,Asia,Manufacturing,56-65,Female,2018,65.6,6.19,37.9,55.3,10.2,1,0,4.8,0,52.2
EMP018136,Poland,Europe,Technology,56-65,Female,2018,68.6,7.0,42.8,45.0,8.5,0,0,3.0,1,51.8
EMP018137,Singapore,Asia,Retail,56-65,Female,2023,67.3,6.45,36.7,57.4,13.9,1,6,5.0,0,45.4
EMP018138,Switzerland,Europe,Technology,46-55,Non-binary,2016,75.5,5.2,42.6,68.8,6.2,1,0,5.0,0,43.7
EMP018139,Australia,Oceania,Agriculture,56-65,Male,2019,61.6,7.62,38.8,60.8,11.4,1,0,4.9,1,58.8
EMP018140,Poland,Europe,Transportation,56-65,Male,2020,61.5,6.37,43.5,60.2,10.2,0,23,3.3,0,49.4
EMP018141,Poland,Europe,Retail,36-45,Female,2023,64.3,6.8,40.0,50.1,8.2,0,4,3.2,0,54.1
EMP018142,Netherlands,Europe,Agriculture,46-55,Male,2015,74.8,4.69,41.5,70.8,4.8,1,0,4.4,0,45.0
EMP018143,Turkey,Middle East,Technology,36-45,Female,2019,61.5,6.24,34.0,55.0,11.1,1,0,3.1,1,50.1
EMP018144,Sweden,Europe,Government,56-65,Non-binary,2019,77.0,5.27,41.1,73.2,9.5,1,0,3.3,0,37.9
EMP018145,Spain,Europe,Manufacturing,46-55,Male,2017,66.8,1.88,44.9,70.5,3.7,1,0,3.2,0,16.9
EMP018146,Saudi Arabia,Middle East,Agriculture,36-45,Male,2021,56.8,6.27,42.2,44.3,6.6,1,0,2.8,0,49.2
EMP018147,Saudi Arabia,Middle East,Technology,18-25,Male,2016,74.1,6.24,38.6,60.6,6.2,0,0,1.8,0,52.6
EMP018148,UAE,Middle East,Retail,36-45,Female,2023,60.0,5.36,41.2,63.0,9.4,1,2,3.9,0,36.2
EMP018149,Russia,Europe,Construction,26-35,Female,2015,50.5,6.45,46.0,41.0,13.1,1,0,2.4,0,47.0
EMP018150,Mexico,South America,Technology,18-25,Female,2016,65.6,5.6,42.7,51.2,6.0,0,0,4.1,0,39.8
EMP018151,Switzerland,Europe,Technology,18-25,Male,2021,72.7,5.33,38.6,63.6,11.3,1,67,5.0,0,44.1
EMP018152,South Korea,Asia,Retail,26-35,Female,2019,48.8,3.67,40.0,60.2,5.0,1,0,5.0,0,25.5
EMP018153,United States,North America,Education,26-35,Female,2023,68.2,5.92,39.7,58.7,5.5,1,49,4.9,1,49.0
EMP018154,Spain,Europe,Finance,46-55,Female,2017,58.3,6.86,43.7,42.5,5.7,1,0,2.6,0,50.4
EMP018155,Kenya,Africa,Healthcare,36-45,Female,2018,48.9,7.08,46.6,39.8,7.8,0,0,2.7,1,57.8
EMP018156,Poland,Europe,Healthcare,46-55,Male,2020,57.3,8.33,48.9,40.4,9.9,0,18,3.7,1,63.0
EMP018157,China,Asia,Government,26-35,Male,2015,56.5,2.03,33.2,70.4,5.7,0,0,3.0,0,23.8
EMP018158,Germany,Europe,Healthcare,36-45,Female,2017,79.6,5.44,54.3,55.5,9.5,1,0,4.2,0,34.2
EMP018159,Netherlands,Europe,Education,26-35,Male,2024,73.1,4.96,45.8,59.7,7.5,1,31,3.1,1,44.2
EMP018160,Switzerland,Europe,Technology,56-65,Male,2020,83.9,4.58,42.1,64.7,10.3,1,65,5.0,0,40.0
EMP018161,Netherlands,Europe,Retail,18-25,Male,2020,72.6,4.86,43.6,56.1,8.5,1,13,3.7,0,32.4
EMP018162,India,Asia,Manufacturing,36-45,Female,2023,69.3,4.5,43.8,58.2,5.5,0,29,2.3,0,38.9
EMP018163,China,Asia,Manufacturing,36-45,Female,2016,59.1,5.31,49.2,58.7,10.4,1,0,3.4,0,49.3
EMP018164,Italy,Europe,Finance,56-65,Female,2017,43.6,7.93,46.4,40.4,10.9,1,0,4.4,0,55.3
EMP018165,Poland,Europe,Agriculture,18-25,Male,2020,54.2,6.34,34.7,43.2,9.8,1,5,4.3,0,47.7
EMP018166,Switzerland,Europe,Education,56-65,Male,2024,76.7,6.22,40.0,58.1,9.0,1,46,3.8,1,47.3
EMP018167,China,Asia,Healthcare,46-55,Female,2022,71.9,6.44,45.3,61.0,10.6,0,27,1.0,0,56.9
EMP018168,South Africa,Africa,Agriculture,46-55,Female,2022,52.8,4.95,44.2,54.1,8.0,0,5,4.2,0,33.3
EMP018169,Sweden,Europe,Agriculture,36-45,Male,2022,61.9,4.45,44.0,55.6,5.4,1,2,3.3,0,35.9
EMP018170,Germany,Europe,Retail,46-55,Male,2024,64.6,5.27,39.6,65.0,6.2,1,20,3.1,0,46.8
EMP018171,India,Asia,Manufacturing,36-45,Male,2022,56.5,4.9,44.9,51.7,5.7,0,9,3.2,1,41.3
EMP018172,Turkey,Middle East,Healthcare,36-45,Male,2019,36.9,7.08,46.5,44.9,12.1,1,0,2.5,0,51.6
EMP018173,India,Asia,Finance,18-25,Male,2023,59.3,5.79,50.1,52.1,7.8,1,61,3.4,0,42.7
EMP018174,Saudi Arabia,Middle East,Construction,26-35,Male,2016,65.2,4.34,45.8,59.2,6.3,1,0,2.7,0,37.9
EMP018175,Brazil,South America,Finance,36-45,Female,2019,41.4,7.19,44.4,47.3,12.5,0,0,2.5,0,50.2
EMP018176,New Zealand,Oceania,Government,18-25,Female,2018,69.7,5.14,36.7,58.1,7.4,0,0,4.7,0,35.3
EMP018177,Egypt,Africa,Retail,18-25,Male,2023,66.7,4.15,34.2,58.9,6.2,0,18,2.0,0,36.1
EMP018178,Mexico,South America,Construction,36-45,Female,2016,58.4,4.44,36.2,58.7,7.2,0,0,3.2,0,32.1
EMP018179,Italy,Europe,Agriculture,26-35,Non-binary,2019,58.6,3.41,40.7,63.8,8.0,0,0,5.0,0,31.0
EMP018180,Italy,Europe,Construction,56-65,Female,2020,79.9,6.08,46.7,68.7,5.2,1,8,3.0,1,46.0
EMP018181,South Korea,Asia,Government,36-45,Male,2023,62.2,6.17,40.1,43.9,8.4,1,26,4.6,0,44.3
EMP018182,United States,North America,Construction,56-65,Female,2024,55.9,5.14,40.6,42.1,10.4,1,10,5.0,0,38.4
EMP018183,Norway,Europe,Retail,36-45,Female,2016,82.2,7.04,40.0,63.2,8.8,0,0,5.0,0,52.9
EMP018184,Turkey,Middle East,Government,36-45,Male,2016,50.1,5.8,39.0,42.8,12.8,1,0,3.3,0,51.4
EMP018185,Mexico,South America,Manufacturing,46-55,Female,2017,58.7,6.71,40.3,47.4,5.8,0,0,3.9,0,48.9
EMP018186,Mexico,South America,Construction,26-35,Female,2023,48.2,3.76,41.9,49.8,9.4,0,4,3.4,0,26.4
EMP018187,France,Europe,Retail,46-55,Female,2021,75.5,7.76,37.6,57.7,8.6,1,6,2.3,0,60.3
EMP018188,South Korea,Asia,Manufacturing,18-25,Male,2020,81.0,6.1,40.6,64.3,4.9,1,4,1.5,0,47.2
EMP018189,Singapore,Asia,Agriculture,26-35,Male,2021,73.1,7.73,40.8,47.5,9.6,1,0,3.2,0,66.3
EMP018190,South Africa,Africa,Agriculture,26-35,Female,2016,46.1,4.85,46.4,49.2,6.7,0,0,2.3,1,39.9
EMP018191,Turkey,Middle East,Healthcare,36-45,Male,2023,59.1,6.54,42.0,43.9,3.5,1,17,2.5,0,49.2
EMP018192,United Kingdom,Europe,Transportation,26-35,Female,2023,64.2,6.1,44.8,57.0,7.2,1,20,2.9,0,45.3
EMP018193,Japan,Asia,Education,18-25,Male,2022,70.2,5.8,38.4,60.4,4.6,1,57,3.5,0,52.8
EMP018194,Spain,Europe,Retail,18-25,Female,2024,54.6,5.65,40.4,51.6,9.4,1,19,3.2,0,41.9
EMP018195,India,Asia,Agriculture,18-25,Male,2016,57.3,5.3,45.6,52.9,11.5,0,0,1.2,0,41.5
EMP018196,Nigeria,Africa,Retail,46-55,Female,2016,72.8,5.8,35.1,55.2,8.9,1,0,3.6,0,41.2
EMP018197,Netherlands,Europe,Retail,26-35,Female,2024,71.3,5.25,41.7,68.2,8.3,1,14,5.0,0,43.8
EMP018198,New Zealand,Oceania,Retail,18-25,Female,2021,68.9,6.75,43.6,52.8,7.2,1,6,4.1,0,53.1
EMP018199,Canada,North America,Construction,36-45,Male,2020,75.3,4.36,47.5,72.4,5.5,1,0,5.0,0,32.5
EMP018200,United States,North America,Retail,26-35,Male,2024,74.1,6.25,33.1,67.1,9.9,1,8,4.9,0,56.2
EMP018201,New Zealand,Oceania,Education,36-45,Male,2019,67.9,3.86,45.3,69.4,8.9,1,0,3.0,0,27.7
EMP018202,Turkey,Middle East,Education,56-65,Female,2016,67.9,6.38,44.2,56.6,10.5,1,0,2.5,0,46.6
EMP018203,Sweden,Europe,Finance,46-55,Male,2023,61.7,8.74,41.4,45.7,9.4,1,45,3.6,0,72.4
EMP018204,Singapore,Asia,Healthcare,18-25,Female,2022,75.0,3.25,53.7,68.9,4.8,1,9,4.2,0,18.9
EMP018205,Sweden,Europe,Government,26-35,Male,2023,64.0,4.6,40.6,57.3,5.9,1,25,4.4,0,44.2
EMP018206,Turkey,Middle East,Government,18-25,Male,2021,48.1,4.84,26.2,50.0,5.9,0,32,1.3,0,48.3
EMP018207,Australia,Oceania,Technology,18-25,Female,2022,58.4,6.22,42.3,62.0,11.3,0,89,4.6,0,55.1
EMP018208,Australia,Oceania,Agriculture,18-25,Male,2023,87.1,4.44,38.3,74.0,4.9,1,2,5.0,0,30.3
EMP018209,Kenya,Africa,Technology,56-65,Female,2020,56.1,5.5,41.1,58.7,9.8,1,70,2.8,0,40.3
EMP018210,Australia,Oceania,Healthcare,36-45,Male,2017,60.2,7.67,43.1,49.9,12.4,0,0,4.3,0,57.6
EMP018211,South Korea,Asia,Manufacturing,36-45,Female,2024,53.7,4.34,45.3,59.9,7.7,1,9,2.8,0,29.5
EMP018212,Germany,Europe,Transportation,36-45,Male,2017,73.0,3.09,49.3,69.7,5.1,0,0,4.8,0,19.8
EMP018213,Turkey,Middle East,Transportation,36-45,Female,2020,50.7,6.87,36.1,42.8,11.9,0,0,2.4,0,57.5
EMP018214,Mexico,South America,Agriculture,56-65,Female,2022,52.4,4.64,47.8,54.9,11.4,0,0,2.2,0,30.9
EMP018215,Canada,North America,Education,36-45,Female,2024,70.2,4.15,33.7,74.8,6.0,0,44,5.0,1,36.3
EMP018216,Brazil,South America,Technology,18-25,Male,2021,59.3,6.0,46.0,50.5,9.0,0,79,1.0,0,41.4
EMP018217,Poland,Europe,Retail,26-35,Male,2019,56.9,6.11,34.9,52.8,9.6,1,0,3.3,1,53.6
EMP018218,India,Asia,Agriculture,36-45,Female,2023,61.6,4.8,42.0,50.3,6.1,1,0,1.7,1,37.8
EMP018219,United States,North America,Retail,26-35,Male,2017,62.0,5.51,35.7,51.0,5.9,0,0,4.9,0,40.0
EMP018220,Canada,North America,Government,26-35,Male,2018,64.9,5.45,40.0,60.3,11.4,1,0,4.9,0,44.8
EMP018221,UAE,Middle East,Government,18-25,Female,2023,74.1,4.57,40.5,66.2,6.1,1,34,4.7,0,38.5
EMP018222,Switzerland,Europe,Agriculture,36-45,Female,2021,74.9,4.39,39.1,63.9,8.2,1,0,5.0,0,32.3
EMP018223,Kenya,Africa,Education,46-55,Male,2022,63.4,6.33,40.3,60.8,6.9,0,27,2.1,0,43.3
EMP018224,South Africa,Africa,Technology,18-25,Male,2021,59.3,7.14,42.9,45.8,9.5,1,90,2.6,0,52.2
EMP018225,Germany,Europe,Healthcare,56-65,Male,2022,75.9,6.03,46.8,59.2,9.0,1,22,4.2,0,51.1
EMP018226,Nigeria,Africa,Retail,46-55,Male,2017,52.0,6.78,38.2,44.9,7.8,0,0,1.4,0,52.3
EMP018227,UAE,Middle East,Retail,36-45,Male,2018,69.5,7.25,32.5,58.6,7.7,1,0,4.6,0,64.7
EMP018228,South Africa,Africa,Healthcare,36-45,Male,2016,54.8,7.6,44.1,45.2,13.0,1,0,2.7,0,62.9
EMP018229,France,Europe,Transportation,18-25,Female,2020,67.6,5.07,48.1,65.6,5.6,1,18,3.6,1,43.2
EMP018230,New Zealand,Oceania,Technology,36-45,Female,2018,54.3,7.46,41.5,40.0,10.5,1,0,4.3,1,54.9
EMP018231,Spain,Europe,Agriculture,36-45,Female,2023,71.0,5.71,42.3,63.4,9.0,1,9,3.7,1,39.5
EMP018232,Sweden,Europe,Agriculture,18-25,Male,2016,74.5,4.72,40.3,62.4,5.6,1,0,4.3,0,46.2
EMP018233,New Zealand,Oceania,Retail,36-45,Male,2023,64.6,5.66,43.0,59.4,8.5,1,17,4.0,0,35.8
EMP018234,Russia,Europe,Technology,26-35,Male,2022,54.5,4.97,45.8,45.0,5.1,0,80,3.2,0,40.7
EMP018235,South Africa,Africa,Construction,46-55,Male,2022,58.7,2.23,47.3,71.1,5.9,0,25,2.8,0,25.0
EMP018236,South Africa,Africa,Government,18-25,Male,2021,56.1,5.41,37.2,56.2,8.2,0,26,3.2,0,40.0
EMP018237,New Zealand,Oceania,Construction,26-35,Female,2022,60.6,7.03,45.7,57.6,8.3,0,4,2.9,0,56.5
EMP018238,United States,North America,Agriculture,56-65,Male,2021,53.6,3.25,35.9,64.2,6.6,1,5,3.6,1,33.3
EMP018239,United Kingdom,Europe,Construction,56-65,Male,2023,52.2,4.81,48.1,55.9,8.3,1,6,3.9,0,40.6
EMP018240,Argentina,South America,Transportation,46-55,Female,2019,66.4,6.02,46.5,61.5,7.1,0,0,3.3,0,48.3
EMP018241,Norway,Europe,Healthcare,36-45,Male,2019,79.7,6.89,37.3,64.2,11.4,0,0,5.0,0,51.4
EMP018242,Nigeria,Africa,Manufacturing,26-35,Male,2021,62.6,6.12,42.5,64.4,10.8,1,8,1.9,0,46.7
EMP018243,Mexico,South America,Transportation,26-35,Female,2021,50.7,7.09,41.4,35.3,9.3,0,16,2.7,1,53.2
EMP018244,Germany,Europe,Manufacturing,18-25,Non-binary,2024,64.9,5.82,43.9,56.8,7.0,1,0,3.4,0,49.5
